  0.0000000e+00   0.0000000e+00	
  0.0000000e+00   0.0000000e+00	
 -0.0000000e+00  -6.2568425e-16	
  0.0000000e+00   0.0000000e+00	
 -1.2513685e-15  -2.5027370e-15	
  0.0000000e+00   0.0000000e+00	
  0.0000000e+00   0.0000000e+00	
 -0.0000000e+00  -5.0054740e-15	
  2.5027370e-15   0.0000000e+00	
 -0.0000000e+00   2.5027370e-15	
  0.0000000e+00   0.0000000e+00	
 -0.0000000e+00  -0.0000000e+00	
 -2.0021896e-14  -1.0010948e-14	
 -0.0000000e+00  -0.0000000e+00	
  3.1284212e-16   0.0000000e+00	
  0.0000000e+00   0.0000000e+00	
 -0.0000000e+00  -5.0054740e-15	
  0.0000000e+00   0.0000000e+00	
 -1.0010948e-14   4.0043792e-14	
  0.0000000e+00   0.0000000e+00	
 -0.0000000e+00   2.5027370e-15	
  0.0000000e+00   0.0000000e+00	
 -4.0043792e-14  -8.0087584e-14	
  0.0000000e+00  -2.0021896e-14	
 -0.0000000e+00  -0.0000000e+00	
  5.0054740e-15   0.0000000e+00	
  2.5027370e-15  -4.0043792e-14	
  0.0000000e+00   0.0000000e+00	
 -1.4157618e-14   0.0000000e+00	
  4.0043792e-14  -8.0087584e-14	
  0.0000000e+00   5.0054740e-15	
 -0.0000000e+00  -0.0000000e+00	
  0.0000000e+00   0.0000000e+00	
 -0.0000000e+00  -0.0000000e+00	
  0.0000000e+00   1.6017517e-13	
  8.0087584e-14  -0.0000000e+00	
  0.0000000e+00   0.0000000e+00	
 -8.0087584e-14   2.0021896e-14	
  8.0087584e-14   4.0043792e-14	
  8.0087584e-14   4.0043792e-14	
  8.0087584e-14   0.0000000e+00	
  4.0043792e-14  -4.0043792e-14	
  2.0021896e-14  -2.5027370e-15	
 -0.0000000e+00  -1.6017517e-13	
  0.0000000e+00   0.0000000e+00	
 -7.0788092e-15   0.0000000e+00	
  1.6017517e-13  -0.0000000e+00	
 -8.0087584e-14  -1.6017517e-13	
 -0.0000000e+00  -8.0087584e-14	
  1.6017517e-13   0.0000000e+00	
  1.6017517e-13  -0.0000000e+00	
  0.0000000e+00   0.0000000e+00	
 -0.0000000e+00  -2.0021896e-14	
  0.0000000e+00   0.0000000e+00	
 -3.2035034e-13  -8.0087584e-14	
  0.0000000e+00   0.0000000e+00	
 -0.0000000e+00   1.6017517e-13	
  0.0000000e+00   3.2035034e-13	
  3.2035034e-13  -0.0000000e+00	
  0.0000000e+00   0.0000000e+00	
 -3.2035034e-13  -4.0043792e-14	
 -3.2035034e-13  -3.2035034e-13	
 -1.6017517e-13  -8.0087584e-14	
  2.5027370e-15  -1.6017517e-13	
