    63     23           0      1  2  1 
  1.1412820e-01   4.5601610e-01	 -1.8850332e-02   3.1633676e-01	
 -2.5695720e-01  -3.3065146e-01	 -1.7632346e-01   1.0317597e-01	
 -2.0267551e-01   8.9621826e-02	 -1.2941416e-01   7.9973310e-02	
  2.7319447e-02  -1.3457236e-01	  3.4799292e-02  -1.9339009e-01	
 -1.0961883e-01  -3.9272549e-01	 -1.3988657e-01  -5.9926154e-02	
 -4.5763440e-01   2.0825682e-01	  2.4035138e-02   1.9470991e-01	
 -6.7926660e-02   0.0000000e+00	  1.5254047e-01   0.0000000e+00	
 -2.3725761e-01   1.8336405e-01	  7.4370792e-03   8.9484969e-02	
 -1.3739242e-01  -1.4026539e-01	  1.6954213e-01  -1.9885007e-01	
  1.4588888e-01   8.8768443e-02	  4.0122466e-02   2.8791019e-02	
  4.5297288e-01  -7.0217492e-02	  2.7571353e-01  -9.4360240e-02	
  1.6714351e-02  -1.6928142e-02	 -2.5646088e-02   3.0759513e-01	
 -3.9377300e-03  -9.7320314e-02	  8.3938230e-03   6.0201300e-01	
 -3.6395182e-01   2.3595087e-01	 -1.5116829e-01   2.6954140e-03	
  2.1398149e-01  -6.6581769e-02	 -7.4246360e-02   5.6988090e-02	
  1.3579058e-01  -1.1868474e-01	 -2.7286573e-02   2.0493957e-01	
 -4.7194682e-01  -1.1495605e-01	  3.2104808e-02   2.0743040e-01	
  3.0718236e-01   0.0000000e+00	 -7.4199625e-02   0.0000000e+00	
  1.7288550e-01   3.8636386e-01	 -1.2296563e-01   2.8870187e-01	
 -1.1023745e-01  -4.0689231e-03	 -1.6425909e-02   7.3845549e-02	
 -4.0152775e-01   1.2293824e-01	 -2.4454908e-02   9.7182432e-03	
 -1.8840843e-01   7.2126405e-02	 -1.6282343e-01  -1.0054775e-01	
  2.0723869e-01   1.2504900e-01	  1.5553695e-01  -2.6326264e-03	
  1.6112669e-02  -3.3734114e-02	 -9.7545404e-02   3.0775933e-02	
 -5.2728182e-03   1.9788359e-01	 -1.4420788e-01   3.2476659e-01	
 -1.9028652e-01  -3.0723980e-02	 -1.1698764e-01  -4.3802324e-02	
  3.7421344e-01   1.1709810e-02	 -7.8362342e-02   2.6004798e-01	
 -8.0704562e-02  -3.8398206e-01	 -7.1102398e-03   2.1476479e-01	
 -3.2068691e-02  -1.7172782e-01	 -1.5416476e-01   5.9280885e-02	
  1.3388588e-02   0.0000000e+00	  9.4220089e-02   0.0000000e+00	
  2.2210813e-01  -1.8839651e-01	 -2.8712517e-02  -2.3904058e-01	
  1.3075286e-01  -3.1577566e-02	 -1.1428519e-01   1.4303805e-01	
  2.5902135e-01  -5.4239357e-02	  1.0498932e-03   7.4639029e-02	
 -2.4333914e-01   1.3873562e-01	 -1.4279201e-01  -8.0906749e-04	
 -8.8021867e-02   6.5205598e-02	 -8.1145574e-02  -4.8511212e-02	
 -1.6821154e-01  -2.3984758e-02	  1.6261951e-01  -1.6617105e-01	
 -8.2456683e-02   3.0223283e-01	 -7.2769223e-02  -1.3573840e-01	
 -1.0057584e-03   3.7284700e-01	  6.5479988e-02  -1.3394289e-02	
 -1.5700869e-01   1.2385795e-01	  3.4700856e-02  -1.9469837e-01	
  8.7602849e-03   5.6792575e-01	  2.3192872e-02   9.9045429e-02	
  2.9920411e-01  -2.2061593e-01	 -5.6832460e-02  -8.3324101e-02	
  2.0663645e-01   7.9657193e-02	 -4.6261110e-02   9.7506178e-03	
 -1.1814417e-01   0.0000000e+00	 -1.6467696e-01   0.0000000e+00	
  6.6610843e-02  -1.1802610e-01	 -2.5274901e-02  -2.0929045e-02	
 -1.5351431e-01  -2.7462793e-01	  2.3161776e-02  -1.1156919e-01	
 -1.3344239e-01  -2.6797793e-01	  1.2338361e-01   5.1222860e-02	
  4.7538229e-02  -1.9328570e-02	  6.3070044e-02   4.8513099e-02	
  4.1447862e-02  -7.7273592e-02	 -2.1537221e-01  -2.1094765e-02	
  1.1770511e-01  -1.2736888e-01	 -5.2615405e-02   1.1610863e-01	
 -1.7412136e-01  -4.0187486e-01	  2.4294067e-02   7.0686354e-02	
  1.0152776e-01   2.1072238e-02	  3.5398119e-02  -2.3745061e-01	
  3.7024807e-02   6.3376786e-02	  1.5252221e-01  -7.6721779e-04	
 -4.2221717e-03  -2.5375748e-03	  3.1145102e-01  -8.4686596e-02	
 -4.3394904e-01   2.5234026e-01	  4.1823344e-02  -1.1066299e-01	
  3.4963570e-01   2.4536270e-01	  1.3813983e-01  -8.5737840e-02	
 -1.7232297e-02   1.5216635e-01	  1.6841910e-01   4.1574955e-02	
  4.5974790e-02   0.0000000e+00	  1.2721722e-01   0.0000000e+00	
  1.5637404e-02   1.1671025e-01	 -6.3514753e-02  -2.2611269e-02	
  2.1820817e-01   1.1395041e-01	 -1.7882901e-01   1.9000624e-02	
 -1.1356881e-01  -1.1236415e-01	 -3.9635708e-02  -5.1637426e-02	
 -1.2993231e-01   1.6313155e-02	  3.1272700e-01   2.3170603e-02	
 -2.1967770e-01   5.9657198e-03	  1.4930047e-01   3.1163695e-02	
  5.9302759e-02   4.6856953e-02	 -1.6458196e-01   6.6266895e-02	
 -1.6189516e-01  -1.9961030e-01	 -1.4774670e-01   1.2189863e-01	
 -2.1925788e-01  -1.8728162e-01	 -1.9395035e-01   9.8952656e-02	
 -3.6387943e-03   3.2442775e-02	 -1.6762614e-02  -1.5691563e-01	
  3.0113127e-01  -2.7387594e-01	 -3.2150767e-02  -2.7209220e-02	
  2.1204654e-01  -1.3908679e-01	  2.4964354e-02   2.6030152e-01	
  1.1649937e-02  -3.8386724e-01	  5.2144246e-02  -9.0189823e-02	
  1.5197113e-02   1.4016506e-01	  6.6323099e-02   1.9697460e-02	
  3.0549253e-02   1.1837685e-01	  1.3584201e-01   5.0486705e-02	
 -4.5026059e-02   0.0000000e+00	  1.2389024e-01   0.0000000e+00	
 -1.3881533e-02   8.5993885e-03	  6.0480233e-02   3.9632753e-02	
  5.0400754e-02   8.7847239e-02	  5.0049784e-02   7.1616658e-02	
  2.2780527e-01   8.2761771e-02	 -8.1865350e-02  -8.9436057e-02	
  7.6438955e-02  -4.5601718e-02	 -1.1791512e-01  -8.0950645e-02	
 -1.6112803e-02   5.5854500e-02	  1.6568793e-01   1.2788238e-02	
 -3.6275577e-02   7.8027405e-02	  1.2825725e-01   5.8142374e-02	
  3.1424321e-02   2.3978302e-01	 -1.2608954e-02   1.4691031e-01	
 -1.3421081e-01   9.1469436e-02	 -2.0478678e-01   2.8218481e-02	
 -1.7407024e-01   2.6948012e-01	 -2.4351948e-02  -8.1872820e-02	
 -2.0919308e-02  -3.9645275e-02	 -7.9838592e-02  -1.3487470e-01	
  1.5092262e-01  -6.6208080e-02	 -1.8421135e-01  -5.5696563e-02	
 -3.5231804e-02   1.9217138e-02	 -8.7619362e-05   1.5939725e-01	
  2.1832560e-01  -2.3263934e-01	  7.4617416e-02  -1.7793890e-01	
 -2.9702290e-01  -4.1414395e-01	 -2.8112500e-02   8.9176669e-02	
 -2.7778250e-01   1.0091335e-02	  1.0915587e-01  -8.3853126e-03	
 -1.6997634e-01   0.0000000e+00	 -8.4907952e-02   0.0000000e+00	
  3.1797357e-02   1.3075970e-01	  2.7338625e-02   4.7295019e-02	
 -5.8910940e-02  -1.7855020e-02	 -7.1110795e-02   1.0363892e-03	
  1.3695097e-02   5.9174022e-02	  6.0991125e-02   7.6540687e-02	
 -1.4896290e-01  -8.3568997e-02	 -7.2827496e-02   2.3267710e-02	
  8.5867917e-02   1.8598921e-03	 -7.3765906e-02   6.4155208e-03	
  1.9296994e-02  -7.2730938e-02	 -2.0117473e-03  -1.5365752e-01	
  8.4505441e-02  -9.6866980e-03	  2.2250204e-02  -6.7528453e-04	
  5.2590085e-02  -3.4723509e-03	  1.7158828e-01   7.8276643e-02	
 -2.0378874e-02   1.3754467e-01	 -2.2845336e-01   5.5549341e-02	
 -7.7378116e-02   2.2315385e-01	  7.5756689e-02   3.0543695e-02	
  1.2931389e-01  -5.1834293e-03	 -4.7182506e-02  -2.7480923e-02	
 -2.5993358e-02  -3.8385800e-03	 -6.4989248e-02  -9.2680704e-03	
 -1.9083623e-01   5.2566749e-02	  2.5026293e-02  -1.2539042e-01	
  1.5666632e-01   3.1043044e-01	 -3.0924059e-02  -9.3316074e-02	
  1.3652209e-01  -3.9447530e-01	 -8.1912002e-02  -9.8893519e-02	
 -1.6834029e-01  -4.9225825e-02	 -1.8477669e-02  -1.6284873e-01	
 -4.0630118e-02   0.0000000e+00	  6.1122201e-02   0.0000000e+00	
 -9.5062480e-02  -1.5142578e-02	  8.4469312e-02  -6.8479426e-02	
  4.7441512e-02   7.9731178e-02	 -5.4042313e-02  -6.1750466e-02	
  1.8206290e-01   2.0939567e-02	 -7.3220417e-02   3.7800002e-02	
  5.9295191e-02  -3.9214884e-03	  5.6302545e-03   3.9311248e-02	
 -7.2175705e-02  -1.1443245e-01	  4.7077216e-02  -4.4920310e-05	
 -1.8633965e-01   5.2374566e-02	 -9.4869484e-02   3.1850763e-02	
  8.0387129e-02  -1.4411920e-01	  3.9773727e-02  -8.1082122e-02	
 -1.5636673e-02  -1.1637859e-01	 -6.7999788e-02   2.5763470e-02	
  4.1199991e-02  -1.9590864e-01	  1.0611726e-01  -2.5150877e-02	
  6.6616176e-03   2.8576787e-03	 -8.6279598e-02   5.9513161e-02	
 -5.5457395e-02  -5.0211633e-02	  1.1370142e-01   1.2702647e-01	
 -1.1138888e-01   9.2770572e-02	 -4.3942841e-02   2.6889574e-03	
  7.4242957e-02  -1.3244075e-01	 -3.4080333e-02   5.4482956e-02	
 -8.8452345e-02  -1.2802819e-01	 -6.3334681e-02  -6.0854675e-02	
 -2.2300354e-01   3.2646385e-01	 -7.4185594e-02   4.2075328e-03	
  2.4326847e-01  -3.2355003e-02	 -1.1494859e-01  -1.6727575e-01	
  7.0630289e-02   6.5980977e-02	 -1.0407827e-01  -3.6814104e-02	
  5.4684541e-02   0.0000000e+00	 -3.4430921e-02   0.0000000e+00	
 -5.8503420e-02  -5.2273268e-02	  8.0492550e-03   3.8505927e-02	
  1.3040275e-02   1.5318663e-03	  7.8778542e-02  -4.6381639e-02	
 -8.2495921e-02  -5.4774602e-02	 -5.1677322e-02  -1.0251434e-01	
  1.6427041e-01  -2.9107329e-02	  3.6810960e-02  -3.3614728e-02	
  1.1014971e-01  -5.4419673e-02	 -5.8241687e-02  -6.4777576e-02	
  9.8669540e-02   4.1272005e-02	  1.0345514e-01   6.7212648e-02	
 -1.2947444e-01  -4.4821941e-02	 -5.4149699e-02  -3.1089956e-02	
  4.4085324e-02  -8.3904331e-02	 -8.2181083e-02   2.4438884e-02	
 -1.2410652e-01  -1.4219574e-01	 -3.2328453e-02  -2.4392501e-03	
 -6.8284524e-02   8.1073466e-02	  5.8796406e-02  -8.5028943e-02	
  1.0076136e-01   3.5917713e-02	  7.6941139e-02   5.3316220e-02	
  1.6138741e-02  -5.3477528e-02	  5.2694861e-02   1.9058594e-01	
 -1.3920317e-01   9.5322223e-02	 -5.2552990e-02  -6.4888707e-02	
  1.1204640e-01   2.6797376e-02	 -1.0013363e-01   5.0587200e-02	
  2.5734798e-02  -1.2696952e-01	  7.8808321e-02   1.1908266e-01	
 -2.9024696e-01  -4.0956275e-03	 -1.7932185e-01  -3.5719521e-03	
  1.2090822e-01   2.8614287e-02	 -6.2504909e-02   9.7787816e-02	
  1.0211598e-01   1.4349143e-01	 -9.2063028e-02   1.0510936e-01	
  8.4197189e-02   0.0000000e+00	 -9.3200518e-03   0.0000000e+00	
 -2.2445150e-02   4.5239575e-03	 -1.2796003e-03  -8.0540943e-03	
  1.4122080e-02   7.7194504e-02	  2.3727193e-03   4.2587718e-02	
  1.5243530e-02   6.7652730e-02	  8.6754540e-03   3.8503714e-02	
 -4.1003293e-02  -1.8297601e-02	 -2.4655899e-02  -2.6872768e-02	
 -2.3552601e-02   1.1396994e-02	  4.0096828e-02   2.6119996e-02	
  4.0677591e-02  -5.3965906e-02	  5.5311000e-02  -1.0640938e-01	
 -1.2234803e-02   8.8350982e-02	  3.7870393e-02   3.8843122e-02	
  2.1985215e-02  -2.9475897e-02	 -1.3510505e-02  -2.3932120e-02	
 -5.9018322e-02   5.4073805e-02	 -7.0302659e-02   1.4845842e-01	
 -7.9387132e-02  -1.4991337e-01	 -2.1630012e-02  -6.4190039e-02	
 -5.2336327e-02   1.8215975e-01	  2.0736033e-02  -1.3582880e-01	
  2.3572569e-01   1.6524816e-02	 -1.4372189e-02   3.5265390e-02	
  1.3356374e-01  -5.9236992e-02	 -2.2352016e-04   8.8698250e-02	
 -1.4871114e-01   2.6420568e-03	 -1.0186045e-02  -1.3374214e-03	
  1.3052668e-02   8.9838792e-02	  3.9602745e-02   3.4535743e-02	
 -9.2636134e-02  -2.8166479e-03	  1.1351358e-01   5.6574481e-02	
 -1.4568964e-01   3.9648095e-02	 -5.8160657e-02   6.3429156e-03	
 -1.4483764e-01   9.6530419e-02	  8.4167716e-02   1.2641291e-01	
 -1.4987588e-01   1.8482097e-01	  5.6029362e-02   3.7795436e-02	
 -2.4702934e-02   0.0000000e+00	 -1.5663595e-02   0.0000000e+00	
  5.5315384e-02  -5.3479867e-02	 -8.8538088e-03   6.0391362e-03	
 -1.1375422e-01  -7.3330735e-02	  5.8715806e-02   1.3078878e-02	
  3.3808976e-02   7.1420832e-02	  1.2402586e-01   1.2606104e-02	
  5.4849805e-02   1.8791260e-02	 -1.2091562e-01   5.9123406e-02	
  8.4227834e-02   3.9446751e-02	 -4.6786172e-02  -1.1282912e-02	
 -4.9857278e-02  -4.0379795e-02	 -2.4036434e-02  -2.5854487e-02	
 -1.2661239e-02   1.4471112e-02	  1.2656143e-01   1.1405590e-02	
  1.3294218e-02   2.9136940e-02	  3.1367168e-02  -7.8275845e-03	
  8.2925222e-02   9.6403358e-02	  1.9869609e-02  -5.6973621e-02	
 -1.6407452e-01   4.7624624e-02	 -8.1360215e-02   5.3765654e-02	
 -4.8198677e-02   1.1765670e-01	  3.2489068e-02  -1.7832607e-02	
 -1.0341599e-01  -2.2573287e-03	 -2.0053326e-02  -1.5529586e-01	
  1.3836508e-01   6.3344757e-02	 -6.6452294e-02   4.0937376e-02	
  2.3767621e-02   7.0243251e-03	  3.7681284e-02  -1.1887941e-02	
 -8.8571471e-03  -6.7139416e-02	  1.4222505e-02  -1.6683366e-02	
  4.6616245e-02  -3.1172858e-02	  5.7996741e-03   1.8555678e-02	
  3.7297059e-02  -5.7561228e-02	 -1.1896502e-02   2.0695747e-02	
  1.6744109e-02   7.1945058e-02	  1.2047774e-01   6.7790619e-02	
 -4.2887745e-02  -1.0856365e-01	  3.1826358e-02   2.7905037e-02	
 -2.8942636e-02  -6.8866627e-02	  7.0287769e-02  -2.6453861e-03	
 -4.7200636e-02   0.0000000e+00	 -4.8023243e-02   0.0000000e+00	
 -1.7102346e-03   6.7636510e-02	 -9.7335195e-03   4.0535698e-03	
 -6.7993424e-02  -7.0228810e-02	 -4.0413304e-02   2.0213085e-03	
 -1.3160068e-01  -3.5452902e-02	 -5.7822944e-03  -6.9036938e-03	
 -9.1596515e-02   1.7741527e-02	  1.0793805e-01   3.9653936e-02	
  1.2215201e-02  -4.3634970e-02	 -7.0382708e-02  -1.1111238e-02	
  3.8056181e-02   6.0214332e-02	 -3.3747994e-02  -1.6025119e-02	
  6.3487886e-03  -1.2480839e-01	 -1.0227123e-01  -7.3730893e-02	
 -5.6239117e-03  -3.9872695e-02	  8.7757370e-02   2.5992380e-02	
  9.4246822e-02  -7.2793810e-02	  8.2754065e-03  -4.5270773e-02	
  8.3143879e-02   1.8128841e-02	  9.6501575e-03   3.3002144e-02	
 -3.0709929e-03  -1.4267035e-02	  1.9201467e-02   1.3011176e-02	
 -4.6122466e-02   1.1313358e-01	  8.8073632e-03   9.1275384e-02	
  1.8417535e-02  -6.6830331e-02	 -3.5200041e-02   3.2307831e-02	
 -8.4452812e-02  -1.8531168e-02	 -1.3359502e-02  -4.1575236e-02	
 -1.1429423e-01   8.1356078e-02	  1.5758310e-02  -4.1636679e-02	
  3.1048449e-02   1.6039338e-01	  4.7459898e-02  -7.3611727e-02	
  2.4814847e-02  -5.2447715e-04	 -6.9448202e-02  -9.9058987e-02	
  1.3371654e-01   5.5644149e-02	 -3.3040612e-02   5.1532005e-02	
  1.2490333e-01   1.0480955e-01	  6.1421869e-02   9.0152557e-04	
  9.4526324e-02  -1.6167051e-01	 -4.2357739e-02  -3.8103265e-02	
  1.3945981e-01  -5.5139159e-02	  1.2639716e-02   2.6802654e-02	
  8.2230210e-02   0.0000000e+00	  2.5097446e-02   0.0000000e+00	
  2.8267888e-02  -7.5592483e-03	 -2.3568529e-02  -8.6113212e-03	
  3.3296184e-02   7.4054882e-02	 -2.0253556e-03   5.1588092e-03	
  4.3407555e-02   1.4672171e-02	  8.5496204e-04   1.4590569e-02	
 -1.8042952e-02   8.5957235e-02	 -3.0171695e-02  -5.7642753e-02	
  1.5866523e-02  -4.7055231e-03	  5.6002776e-02   4.0803363e-02	
 -7.9200495e-02   5.4262455e-02	  2.9695938e-02   3.7958198e-02	
  1.0778836e-02   4.1978270e-02	  1.8277532e-02   6.6671141e-03	
  2.2661108e-02   5.6191097e-03	 -1.0502480e-01  -6.5429083e-02	
 -5.1861956e-02  -7.5294397e-02	  8.7441729e-03  -2.0872373e-02	
  8.5637458e-02  -1.0365248e-01	  5.8856948e-02  -5.6189213e-02	
 -9.7699817e-03  -1.2107708e-01	 -6.1338967e-02   5.5535755e-02	
  6.1209380e-02   4.8887022e-02	  5.3464086e-02   3.3765559e-02	
  1.4443627e-02   4.2418478e-02	 -1.1972425e-02   1.1407210e-01	
  6.6659900e-02   2.0366415e-02	 -5.8205988e-02   5.2822137e-02	
  1.7100153e-02  -1.3919909e-01	  3.1480386e-02  -2.8688612e-02	
 -2.8014786e-02  -7.2658195e-02	 -2.1129495e-02   5.7488369e-02	
 -5.0811296e-02   1.0717228e-01	  4.2546935e-02   2.9742994e-02	
  2.0010495e-02  -2.6240098e-02	 -4.3492632e-02  -1.0497821e-01	
 -2.0772825e-03   6.5458067e-02	  4.7459109e-02   3.5625189e-02	
  8.2334916e-02   1.8639310e-01	 -2.3433461e-02  -5.2156950e-02	
  1.2519843e-01  -1.2138127e-01	 -3.2086928e-02  -5.4945612e-02	
  4.5164783e-02   1.2938777e-02	 -1.0355968e-02   2.9166195e-02	
 -1.5967876e-02   0.0000000e+00	  5.5411869e-03   0.0000000e+00	
  6.1356261e-02  -2.9573413e-02	 -4.1208788e-02   1.6041163e-02	
  6.8474570e-02  -5.9926177e-02	 -1.2240676e-02  -2.3375631e-05	
 -6.8002267e-03  -2.4560790e-02	  6.3314460e-02  -1.4682022e-02	
  1.5233651e-02  -3.8566318e-02	  3.4350071e-02  -2.1793038e-02	
  7.8764629e-02   8.2107379e-02	 -3.7879764e-02  -3.1676006e-02	
  1.4712148e-01  -7.8316050e-03	 -5.3922193e-03  -2.8104866e-03	
  5.9044875e-03   4.3944476e-02	  8.1688060e-02   5.0636529e-03	
  2.4360455e-02   7.9407199e-02	  3.2350960e-02   1.0906712e-02	
 -5.4611179e-03   2.8897985e-02	 -6.2388930e-03  -5.2222441e-03	
 -1.0905930e-02   8.1013460e-03	 -9.4451138e-03   2.5518662e-02	
 -8.2103607e-02  -4.2353322e-02	  3.1014636e-02  -6.1713142e-02	
 -1.1022310e-02  -3.7555330e-02	  3.0613043e-02   3.3890944e-02	
  4.0585361e-03   3.5221242e-02	  7.1500994e-02  -3.6997095e-02	
  8.1274828e-03   1.1491949e-02	 -2.9592707e-02   1.0607500e-01	
 -5.2234726e-02   2.8619731e-02	 -4.9772466e-02  -3.5810519e-02	
  4.4708821e-02  -2.1066721e-02	 -4.8547915e-02  -4.9036366e-03	
  4.9317635e-02  -1.0527391e-01	  2.4706324e-02   8.4229458e-02	
 -1.2158852e-01  -4.8291981e-02	 -2.9857087e-02   5.3018933e-02	
  6.0678786e-02  -2.8442815e-02	  8.2819804e-03   1.8000629e-02	
 -7.2787894e-02  -1.0612751e-01	  5.1090131e-02  -7.5595903e-03	
 -1.4381665e-01   1.5553084e-01	 -2.7206500e-02  -4.3871173e-02	
  8.4975595e-02   3.2827199e-02	  1.9337000e-02  -1.6627392e-02	
 -9.2679536e-02   8.3357605e-02	  2.3896278e-02  -6.6348905e-02	
 -4.0007190e-02   0.0000000e+00	  1.3389642e-02   0.0000000e+00	
 -2.1746874e-02   6.6030323e-02	  5.0433570e-03  -2.1749127e-02	
  4.6804902e-03   4.7923996e-03	 -4.1315870e-02  -2.7883112e-05	
 -2.0528325e-02  -4.2406380e-03	 -5.5621201e-02   3.7199982e-02	
 -5.4956304e-02  -5.9296078e-02	  3.4958065e-02   4.3539695e-02	
 -1.2026669e-01  -1.3291527e-02	  1.5994629e-02   2.7437695e-02	
 -2.9863867e-03  -4.7943149e-02	 -2.9799516e-02  -5.4371825e-02	
  5.5190471e-02  -1.1797019e-02	 -8.6211926e-02  -1.6193276e-02	
  5.9633947e-02  -1.9923043e-02	  9.1065991e-02  -5.2968015e-03	
  3.2578266e-02   2.2575243e-02	  1.8606614e-02  -1.3796258e-02	
  2.9608740e-02  -1.4589171e-02	 -1.4485483e-02   3.2805089e-02	
  2.3690366e-02   2.4772693e-02	  5.4905808e-03   2.1749928e-02	
 -1.2715663e-01   1.3705169e-02	  2.6324223e-02  -6.3194453e-02	
 -3.9979647e-02   1.0000652e-01	  5.1881570e-02  -1.7313824e-02	
  6.4608224e-02   5.4021191e-02	  2.9428444e-02  -8.7429899e-03	
  3.7056062e-02   3.8390476e-02	 -1.8392889e-02   2.0243633e-02	
 -1.1015170e-01   4.5362592e-02	  7.5532682e-02  -3.2565445e-02	
 -2.6858936e-02   8.5474315e-02	 -1.6221325e-02  -3.5138560e-02	
  6.1517489e-02   1.3387249e-02	  4.9293020e-02   3.6637758e-02	
 -9.1216135e-02  -1.7624019e-02	 -2.0524538e-02  -2.8167334e-03	
  7.1809887e-02   4.0909937e-02	 -1.0390634e-02   6.2373478e-02	
  5.5968011e-02  -2.3816382e-01	 -1.2038606e-02   1.8948126e-02	
 -1.6094677e-01  -1.1331598e-01	  5.4447888e-03   2.5619918e-02	
 -7.5275310e-02   1.2888562e-02	  4.8735089e-02   4.4641084e-02	
 -1.0244973e-01  -7.6274911e-02	  4.2622504e-03  -4.0875536e-02	
 -2.7558017e-02   0.0000000e+00	  3.1652155e-02   0.0000000e+00	
  2.9891969e-02  -9.3672595e-03	  8.1003958e-03   8.2800212e-03	
  1.4349858e-02   2.8872849e-02	 -1.1770983e-02   1.0842776e-02	
  3.1225071e-02  -4.1596243e-03	  2.0522113e-02  -2.2630883e-02	
 -3.2029342e-03   2.3213961e-02	 -5.9459543e-02   4.0315822e-03	
 -3.0295045e-03   9.8274910e-03	  3.4705381e-02   3.7674643e-02	
 -9.7562689e-02   1.9602545e-02	 -1.6746238e-02   5.1628569e-02	
 -2.6897373e-02  -1.1046133e-02	 -1.0213135e-02   1.4840901e-02	
 -6.5750442e-02  -1.5676734e-02	 -4.6654097e-02  -2.4435737e-02	
  3.4655124e-02  -1.6965062e-02	  4.0484590e-02  -3.2378423e-02	
 -1.0816102e-02  -1.1056506e-02	  3.4534438e-02  -5.8589585e-02	
  5.5960709e-02   1.4115088e-02	  4.4746509e-02   2.3064823e-02	
 -4.1183300e-02  -3.5689053e-02	  1.3317142e-02   4.7273448e-02	
 -2.4723184e-02  -1.4580026e-02	  2.8829676e-02   1.2384688e-02	
 -1.2278319e-02   3.2207653e-02	  1.7418679e-02  -3.7799320e-03	
  1.0836731e-01  -3.5949745e-02	 -3.6787155e-02   1.9868578e-02	
