2891 0 nan
2799.22 -1.66079e-05 1.10386
2655.67 -1.19478e-05 1.10194
2512.12 -3.33118e-06 1.1016
2368.57 5.76964e-06 1.10204
2225.02 1.34765e-05 1.10297
2081.47 1.92497e-05 1.10421
1937.92 2.38031e-05 1.10561
1794.37 2.82008e-05 1.10704
1650.82 3.30546e-05 1.10839
1507.27 3.81792e-05 1.10956
1363.72 4.29317e-05 1.11049
1220.17 4.68181e-05 1.11114
1076.62 4.78425e-05 1.11146
933.075 4.37336e-05 1.11138
789.525 3.22914e-05 1.1108
645.975 8.25162e-06 1.10951
502.425 -9.05205e-05 1.10639
358.875 -0.000189071 1.10202
215.325 -0.000173488 1.09759
100.5 -7.73909e-05 1.09443
71.775 -5.54703e-05 1.09444
0 -4.18293e-12 -0.288431
